CompYearlyUSD,Country,EdLevelSimplified,YearsCodeNum,Employment,DevTypePrimary,RemoteCategory,SalaryLog10
57179.0,United Kingdom of Great Britain and Northern Ireland,Some college,40.0,Employed,Academic researcher,Hybrid-InPerson,4.757236555739012
71916.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.85682552374411
111639.0,Netherlands,Some college,38.0,Employed,"Developer, desktop or enterprise applications",In-person,5.0478159376658684
67289.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Employed,"Developer, embedded applications or devices",Hybrid-InPerson,4.827944074183014
160000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38.0,Employed,"Architect, software or solutions",Remote,5.204119982655925
65319.0,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Developer, desktop or enterprise applications",Hybrid-InPerson,4.815039527292336
39213.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Employed,Academic researcher,In-person,4.593430069375079
84568.0,South Africa,Less than secondary,20.0,Employed,"Architect, software or solutions",Remote,4.927206059818714
83531.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,"Developer, full-stack",Hybrid-Choice,4.921847680638257
75410.0,Germany,Some college,19.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.87742894078822
108710.0,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",Hybrid-Choice,5.036269495742816
16338.0,United Arab Emirates,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Employed,"Architect, software or solutions",Hybrid-InPerson,4.213198891723608
104413.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,Data scientist,Remote,5.018754574114343
72393.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,AI/ML engineer,Hybrid-Flexible,4.859696574369148
63808.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, front-end",Remote,4.8048751322955425
37125.0,Croatia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32.0,Employed,"Developer, back-end",In-person,4.5696664623252685
81210.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,Support engineer or analyst,Hybrid-Choice,4.909609510490169
11601.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Employed,"Developer, full-stack",Remote,4.064495426792728
147071.0,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38.0,Employed,"Developer, full-stack",Hybrid-Choice,5.167527045388221
68449.0,Germany,Some college,20.0,Employed,"Developer, full-stack",Hybrid-Choice,4.835367107727068
15592.0,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, full-stack",In-person,4.192901826109565
101710.0,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, back-end",Hybrid-InPerson,5.007363654312278
72644.0,Singapore,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Developer, back-end",Hybrid-InPerson,4.861199749748981
123993.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, full-stack",Remote,5.093397167846229
23720.0,Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Employed,"Developer, full-stack",In-person,4.375114684692225
113694.0,France,Some college,31.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,5.055737546168407
69712.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.8433075425916785
8779.0,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, mobile",In-person,3.9434450490250303
8121.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Employed,Student,In-person,3.909609510490169
98612.0,Germany,Less than secondary,12.0,Employed,"Developer, full-stack",Remote,4.993929767037324
48726.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",In-person,4.687760760873813
98022.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,Employed,Data engineer,Hybrid-Choice,4.991323559430463
52207.0,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.717728737821343
25523.0,Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, back-end",Hybrid-Flexible,4.406931720475127
276716.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,Employed,"Senior executive (C-suite, VP, etc.)",In-person,5.442034271214735
11624.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,Employed,"Developer, full-stack",In-person,4.065355601289965
82370.0,Germany,Less than secondary,6.0,Employed,"Developer, front-end",Hybrid-InPerson,4.915769065983684
7023.0,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, full-stack",In-person,3.846522668416287
58007.0,Croatia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, back-end",Hybrid-Choice,4.7634804052514905
51767.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,"Developer, front-end",Remote,4.71405299748722
6277.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Employed,"Developer, back-end",In-person,3.7977521286507105
77730.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Architect, software or solutions",Hybrid-Choice,4.8905886677054875
69000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.838849090737256
16542.0,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, full-stack",Remote,4.218588016489417
77000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,System administrator,In-person,4.886490725172482
11983.0,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,"Developer, front-end",Hybrid-InPerson,4.078565559317117
62893.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,Data scientist,Remote,4.798602311096355
100933.0,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",Hybrid-Choice,5.004033181844175
46406.0,Italy,Some college,32.0,Employed,Academic researcher,Hybrid-Flexible,4.666574135693451
84808.0,Bulgaria,Some college,12.0,Employed,"Architect, software or solutions",Remote,4.928436821501771
57179.0,United Kingdom of Great Britain and Northern Ireland,Some college,8.0,Employed,"Architect, software or solutions",Hybrid-Choice,4.757236555739012
59916.0,Ukraine,Some college,10.0,Employed,"Developer, back-end",Hybrid-Choice,4.777542812102735
46406.0,Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,Employed,AI/ML engineer,Hybrid-Flexible,4.666574135693451
69609.0,Germany,Some college,14.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.842665394749131
8369.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Employed,"Developer, full-stack",Hybrid-InPerson,3.922673567858554
6618.0,Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,Cloud infrastructure engineer,In-person,3.8207267628238344
92812.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, back-end",Hybrid-InPerson,4.967604131357432
98612.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,"Independent contractor, freelancer, or self-employed","Developer, game or graphics",Remote,4.993929767037324
116015.0,Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",36.0,Employed,"Architect, software or solutions",Hybrid-Choice,5.064514144365488
27268.0,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,Employed,"Developer, full-stack",Remote,4.435653285326419
38285.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.583028651429958
68553.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,"Developer, QA or test",In-person,4.83602646503271
110000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,Cybersecurity or InfoSec professional,In-person,5.041392685158225
105000.0,United States of America,Some college,26.0,Employed,System administrator,Hybrid-Choice,5.021189299069938
68118.0,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.83326188823779
172350.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,Employed,Engineering manager,Hybrid-Flexible,5.236411287743967
92812.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,Employed,"Developer, back-end",Hybrid-Flexible,4.967604131357432
510465.0,France,Less than secondary,4.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,5.707965970070414
97452.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,DevOps engineer or professional,Remote,4.988790756537794
116015.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Architect, software or solutions",Hybrid-Flexible,5.064514144365488
103702.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,5.0157871322867065
47566.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.677296631534083
40605.0,Italy,Less than secondary,21.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.608579514826188
40440.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, front-end",Hybrid-Choice,4.606811146918964
33944.0,Tunisia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,"Independent contractor, freelancer, or self-employed","Developer, desktop or enterprise applications",,4.5307630187585595
104413.0,Germany,Less than secondary,20.0,Employed,"Developer, back-end",Hybrid-Choice,5.018754574114343
46406.0,Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29.0,Employed,"Developer, back-end",Hybrid-InPerson,4.666574135693451
149075.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, back-end",Hybrid-InPerson,5.173404818017777
40842.0,United Kingdom of Great Britain and Northern Ireland,Some college,10.0,Employed,"Developer, back-end",Hybrid-InPerson,4.611107000988242
78000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, embedded applications or devices",In-person,4.892094602690481
58007.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.7634804052514905
205000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, front-end",Hybrid-InPerson,5.311753861055754
1665.0,Sri Lanka,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, full-stack",Hybrid-Flexible,3.2214142378423385
141720.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, back-end",Hybrid-Choice,5.1514311436611395
10462.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, back-end",In-person,4.019614715691417
71929.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, back-end",Remote,4.85690402252099
250000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Developer, full-stack",Remote,5.3979400086720375
150013.0,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,Engineering manager,Hybrid-Flexible,5.176128896279857
58700.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, back-end",Hybrid-Flexible,4.768638101247615
77730.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Employed,"Architect, software or solutions",Hybrid-InPerson,4.8905886677054875
41533.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,Employed,"Developer, desktop or enterprise applications",Hybrid-InPerson,4.618393302080016
15692.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",In-person,4.195678299457498
66666.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.823904397977785
41765.0,Italy,Some college,25.0,Employed,Academic researcher,In-person,4.620812485741877
59245.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, back-end",In-person,4.772651703812302
95299.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Employed,"Developer, back-end",In-person,4.9790883434844915
42925.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",In-person,4.632710303832954
105000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Employed,"Developer, full-stack",In-person,5.021189299069938
92812.0,Germany,Some college,20.0,Employed,DevOps engineer or professional,Hybrid-InPerson,4.967604131357432
244000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32.0,Employed,DevOps engineer or professional,Hybrid-Flexible,5.38738982633873
70305.0,Germany,Less than secondary,16.0,Employed,"Developer, full-stack",Remote,4.846986212575891
5147.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, full-stack",Hybrid-InPerson,3.7115541682501694
125000.0,United States of America,Some college,20.0,Employed,"Developer, full-stack",Remote,5.096910013008056
63648.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Employed,"Developer, back-end",Hybrid-InPerson,4.803784761444342
54580.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, mobile",Hybrid-InPerson,4.737033531333878
250000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",Hybrid-Choice,5.3979400086720375
73375.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Employed,"Developer, back-end",Hybrid-InPerson,4.865548114255671
122534.0,United Arab Emirates,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, back-end",Hybrid-InPerson,5.088256610852412
145767.0,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.163659215751162
52207.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,Employed,"Developer, embedded applications or devices",Hybrid-Choice,4.717728737821343
85000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,"Developer, desktop or enterprise applications",Remote,4.929418925714293
83531.0,Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,4.921847680638257
69609.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.842665394749131
58007.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Architect, software or solutions",Remote,4.7634804052514905
50314.0,Sweden,Some college,13.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.701688845428955
54527.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, desktop or enterprise applications",Remote,4.736611604063376
123993.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Employed,"Developer, back-end",Hybrid-Flexible,5.093397167846229
98244.0,Poland,Some college,18.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Hybrid-Flexible,4.992306036437184
101000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, full-stack",In-person,5.004321373782642
90000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, full-stack",Remote,4.954242509439325
174163.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, back-end",In-person,5.240955896925461
89000.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"UX, Research Ops or UI design professional",Hybrid-InPerson,4.949390006644912
200000.0,United States of America,Some college,45.0,Employed,Cybersecurity or InfoSec professional,In-person,5.301029995663981
50372.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.7021891946877705
76570.0,Germany,Some college,20.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.884058647093938
92812.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",Remote,4.967604131357432
65528.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, front-end",Hybrid-Choice,4.816426912924567
5461.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,Data scientist,In-person,3.7372721765355434
87011.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,DevOps engineer or professional,Hybrid-Choice,4.939574159944101
6342.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,"Architect, software or solutions",Hybrid-Choice,3.80222623769107
69609.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, AI apps or physical AI",Remote,4.842665394749131
58367.0,Canada,Some college,10.0,Employed,Academic researcher,Remote,4.766167371622161
23679.0,South Africa,Some college,9.0,Employed,"Developer, AI apps or physical AI",In-person,4.374363357525028
54457.0,United Kingdom of Great Britain and Northern Ireland,Some college,10.0,Employed,Cybersecurity or InfoSec professional,Hybrid-Flexible,4.736053712668056
100000.0,Georgia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,Employed,"Developer, back-end",Remote,5.0
92947.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, mobile",Hybrid-Flexible,4.968235376846253
32484.0,Italy,Less than secondary,12.0,Employed,"Developer, back-end",Hybrid-Choice,4.511669501818131
122527.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,Data scientist,Remote,5.088231800202213
80000.0,United States of America,Some college,12.0,Employed,System administrator,In-person,4.903089986991944
131500.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50.0,Employed,"Developer, desktop or enterprise applications",Remote,5.118925752825777
139218.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, back-end",Hybrid-InPerson,5.143695390413113
81685.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Employed,"Developer, back-end",Remote,4.912142313382838
58007.0,France,Some college,20.0,"Independent contractor, freelancer, or self-employed",Data scientist,Remote,4.7634804052514905
96292.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,"Independent contractor, freelancer, or self-employed","Developer, desktop or enterprise applications",,4.983590207164233
41765.0,Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, back-end",Hybrid-InPerson,4.620812485741877
155000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.190331698170292
78890.0,Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, back-end",Hybrid-Flexible,4.897021956060363
11983.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,Employed,"Developer, QA or test",Remote,4.078565559317117
99383.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, mobile",Remote,4.997312102328823
175000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.243038048686294
200000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,"Developer, back-end",Remote,5.301029995663981
112000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Architect, software or solutions",Hybrid-Choice,5.049218022670182
135000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, full-stack",Remote,5.1303337684950066
100000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, full-stack",Remote,5.0
58007.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,Employed,Cloud infrastructure engineer,Remote,4.7634804052514905
14879.0,Switzerland,Some college,7.0,Employed,System administrator,Hybrid-InPerson,4.172573743771971
174022.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,Project manager,In-person,5.240604155608082
110000.0,United States of America,Some college,17.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.041392685158225
178000.0,United States of America,Some college,20.0,Employed,"Developer, front-end",Remote,5.250420002308894
69609.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,"Independent contractor, freelancer, or self-employed",DevOps engineer or professional,,4.842665394749131
180000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43.0,Employed,"Developer, embedded applications or devices",Remote,5.2552725051033065
5727.0,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, full-stack",In-person,3.7579271831133294
1061.0,Benin,Some college,4.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,3.025715383901341
1782.0,Serbia,Some college,8.0,Employed,"Developer, full-stack",In-person,3.250907699700856
135000.0,United States of America,Some college,31.0,Employed,Engineering manager,Remote,5.1303337684950066
52000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,"Developer, full-stack",Hybrid-Choice,4.7160033436347994
64877.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.812090759304691
66845.0,Isle of Man,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, full-stack",In-person,4.825068927624623
80050.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, full-stack",Remote,4.903361336255318
58007.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,Employed,Data scientist,Hybrid-Choice,4.7634804052514905
32484.0,Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43.0,Employed,"Developer, full-stack",In-person,4.511669501818131
47334.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,Employed,"Developer, game or graphics",Hybrid-Flexible,4.675173206444007
127616.0,Germany,Some college,22.0,Employed,Data scientist,Remote,5.105905127959524
300000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Senior executive (C-suite, VP, etc.)",Hybrid-InPerson,5.477121254719663
104413.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",Hybrid-InPerson,5.018754574114343
104413.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Developer, full-stack",Hybrid-Choice,5.018754574114343
150000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,Employed,"Developer, back-end",Remote,5.176091259055681
104413.0,Estonia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.018754574114343
80984.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, full-stack",Hybrid-Choice,4.90839922384046
168000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32.0,Employed,"Architect, software or solutions",Remote,5.225309281725863
205000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, back-end",Hybrid-InPerson,5.311753861055754
17436.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,4.241446860345646
86163.0,Sweden,Less than secondary,26.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.935320811700832
98612.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,"Developer, full-stack",Remote,4.993929767037324
163370.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, back-end",Hybrid-Choice,5.213172309046819
145000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",Remote,5.161368002234975
83531.0,Austria,Some college,12.0,Employed,Academic researcher,In-person,4.921847680638257
600000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Employed,"Developer, back-end",Hybrid-Flexible,5.778151250383644
48146.0,Netherlands,Some college,6.0,Employed,DevOps engineer or professional,Hybrid-Flexible,4.682560211500252
36407.0,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,Data engineer,Hybrid-Flexible,4.561184893789089
69609.0,Spain,Some college,25.0,Employed,"Developer, back-end",Remote,4.842665394749131
78595.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,"Developer, full-stack",Remote,4.895394918285214
128000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, full-stack",Remote,5.107209969647869
225000.0,United States of America,Some college,46.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",,5.352182518111363
152478.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,Engineering manager,Hybrid-Flexible,5.183207186844485
65786.0,Sweden,Less than secondary,20.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.8181334807011895
4650.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Employed,"Developer, full-stack",Hybrid-Flexible,3.667452952889954
170177.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, desktop or enterprise applications",Remote,5.230900863339276
